invoice_id,vendor_id,invoice_date,invoice_amount,currency,duplicate_payment,invoice_split,shared_bank,vendor_similarity,approval_override,communication,risk_score,risk_level,reason,bank_account,case_id
INV0017518,V00006,2024-12-30 07:53:42.838248,68504,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00020
INV0017451,V00214,2026-06-20 07:53:42.838248,79597,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00021
INV0006923,V00281,2025-07-28 07:53:42.838248,119069,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000171942,CASE00022
INV0019938,V00246,2025-07-12 07:53:42.838248,142680,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00023
INV0022176,V00171,2025-03-12 07:53:42.838248,119069,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00024
INV0027675,V00203,2024-08-18 07:53:42.838248,100040,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00025
INV0021431,V00214,2025-11-13 07:53:42.838248,91142,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00026
INV0005239,V00006,2024-10-18 07:53:42.838248,107992,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00027
INV0000890,V00262,2026-03-20 07:53:42.838248,140724,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00028
INV0006628,V00171,2025-06-08 07:53:42.838248,83933,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00029
INV0026251,V00281,2025-10-16 07:53:42.838248,139627,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000171942,CASE00030
INV0006629,V00203,2026-05-22 07:53:42.838248,126149,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00031
INV0019248,V00160,2025-12-03 07:53:42.838248,132628,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00032
INV0022506,V00203,2025-03-13 07:53:42.838248,69869,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00033
INV0019793,V00006,2026-03-04 07:53:42.838248,77817,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00034
INV0022552,V00006,2025-01-21 07:53:42.838248,100778,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00035
INV0004935,V00203,2024-09-08 07:53:42.838248,104689,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00036
INV0019491,V00099,2025-05-27 07:53:42.838248,119973,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00037
INV0020645,V00262,2025-07-26 07:53:42.838248,131372,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00038
INV0005411,V00171,2024-08-10 07:53:42.838248,84367,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00039
INV0016617,V00006,2025-07-05 07:53:42.838248,123469,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00040
INV0005418,V00262,2025-06-29 07:53:42.838248,60254,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00041
INV0016620,V00099,2025-03-19 07:53:42.838248,72925,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00042
INV0019514,V00246,2025-03-29 07:53:42.838248,99558,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00043
INV0026157,V00203,2026-04-13 07:53:42.838248,127258,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00044
INV0005526,V00239,2026-01-07 07:53:42.838248,113282,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000913423,CASE00045
INV0000593,V00203,2025-05-10 07:53:42.838248,64207,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00046
INV0000596,V00214,2025-07-30 07:53:42.838248,111241,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00047
INV0018237,V00239,2026-02-08 07:53:42.838248,106437,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000913423,CASE00048
INV0022590,V00099,2025-01-11 07:53:42.838248,97751,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00049
INV0021591,V00246,2026-01-18 07:53:42.838248,139144,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00050
INV0020655,V00246,2025-03-15 07:53:42.838248,109299,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00051
INV0016263,V00281,2024-11-11 07:53:42.838248,57627,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000171942,CASE00052
INV0006101,V00214,2025-05-11 07:53:42.838248,50106,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00053
INV0016382,V00295,2026-02-17 07:53:42.838248,98409,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000580292,CASE00054
INV0017625,V00203,2025-07-17 07:53:42.838248,78644,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00055
INV0008543,V00069,2024-11-17 07:53:42.838248,82056,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00056
INV0017889,V00006,2025-07-07 07:53:42.838248,90077,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00057
INV0017203,V00203,2024-10-07 07:53:42.838248,70670,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00058
INV0016280,V00069,2026-06-17 07:53:42.838248,145277,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00059
INV0005358,V00160,2024-08-30 07:53:42.838248,81898,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00060
INV0021858,V00099,2025-10-16 07:53:42.838248,52568,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00061
INV0017711,V00203,2026-05-10 07:53:42.838248,107372,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00062
INV0005826,V00246,2025-06-11 07:53:42.838248,103010,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00063
INV0022352,V00214,2025-09-27 07:53:42.838248,105245,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00064
INV0018794,V00006,2026-02-22 07:53:42.838248,120962,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00065
INV0004641,V00099,2025-09-08 07:53:42.838248,55254,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00066
INV0019052,V00006,2024-09-08 07:53:42.838248,105407,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00067
INV0021794,V00171,2026-03-26 07:53:42.838248,104848,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00068
INV0026054,V00214,2026-06-14 07:53:42.838248,65670,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00069
INV0018913,V00203,2026-05-24 07:53:42.838248,144105,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00070
INV0027376,V00171,2024-07-20 07:53:42.838248,100576,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00071
INV0001902,V00246,2025-07-10 07:53:42.838248,99624,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00072
INV0015916,V00246,2025-12-11 07:53:42.838248,65966,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00073
INV0001965,V00262,2024-07-16 07:53:42.838248,83541,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00074
INV0015834,V00069,2026-04-30 07:53:42.838248,68532,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00075
INV0015711,V00171,2024-11-18 07:53:42.838248,113803,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00076
INV0008813,V00203,2026-01-12 07:53:42.838248,105787,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00077
INV0004492,V00214,2025-04-15 07:53:42.838248,80188,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00078
INV0008859,V00069,2025-06-23 07:53:42.838248,63266,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00079
INV0025074,V00246,2024-11-15 07:53:42.838248,57881,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00080
INV0015392,V00006,2025-03-06 07:53:42.838248,113810,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00081
INV0023027,V00006,2024-10-14 07:53:42.838248,113571,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00082
INV0023058,V00099,2025-09-25 07:53:42.838248,89366,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00083
INV0009158,V00099,2026-03-03 07:53:42.838248,121080,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00084
INV0009230,V00069,2026-02-26 07:53:42.838248,73863,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00085
INV0014870,V00246,2025-01-28 07:53:42.838248,52262,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00086
INV0014701,V00099,2025-04-24 07:53:42.838248,51066,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00087
INV0002364,V00006,2024-10-04 07:53:42.838248,143660,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00088
INV0014487,V00099,2025-07-28 07:53:42.838248,87101,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00089
INV0014332,V00262,2025-11-14 07:53:42.838248,131827,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00090
INV0002482,V00099,2025-11-09 07:53:42.838248,97128,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00091
INV0009524,V00295,2026-03-28 07:53:42.838248,145841,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000580292,CASE00092
INV0014193,V00246,2025-03-10 07:53:42.838248,87100,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00093
INV0014158,V00214,2024-07-27 07:53:42.838248,56266,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00094
INV0014092,V00214,2024-12-30 07:53:42.838248,110255,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00095
INV0014138,V00099,2025-06-29 07:53:42.838248,133784,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00096
INV0009586,V00246,2024-11-19 07:53:42.838248,75202,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00097
INV0009587,V00069,2026-01-28 07:53:42.838248,58407,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00098
INV0004161,V00069,2026-03-05 07:53:42.838248,50528,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00099
INV0013979,V00160,2024-08-14 07:53:42.838248,91180,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00100
INV0004152,V00262,2026-03-21 07:53:42.838248,63312,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00101
INV0002628,V00069,2025-05-23 07:53:42.838248,52164,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00102
INV0024793,V00099,2025-02-28 07:53:42.838248,110492,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00103
INV0002789,V00171,2025-01-05 07:53:42.838248,124273,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00104
INV0023672,V00262,2024-10-01 07:53:42.838248,56107,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00105
INV0013299,V00246,2024-10-05 07:53:42.838248,126085,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00106
INV0023691,V00069,2025-12-26 07:53:42.838248,140828,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00107
INV0013187,V00006,2025-06-15 07:53:42.838248,118177,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00108
INV0027040,V00160,2024-10-24 07:53:42.838248,69022,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00109
INV0024662,V00214,2026-04-01 07:53:42.838248,111457,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00110
INV0024655,V00203,2026-03-27 07:53:42.838248,122737,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00111
INV0002904,V00239,2025-01-02 07:53:42.838248,52783,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000913423,CASE00112
INV0013095,V00281,2025-04-15 07:53:42.838248,84804,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000171942,CASE00113
INV0023741,V00214,2026-01-15 07:53:42.838248,50051,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00114
INV0003970,V00295,2025-02-25 07:53:42.838248,109203,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000580292,CASE00115
INV0003926,V00214,2025-04-07 07:53:42.838248,129192,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00116
INV0010326,V00171,2025-01-15 07:53:42.838248,85941,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00117
INV0026967,V00160,2025-06-23 07:53:42.838248,111488,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00118
INV0012490,V00295,2025-08-08 07:53:42.838248,61644,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000580292,CASE00119
INV0012439,V00203,2025-12-08 07:53:42.838248,136894,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00120
INV0010454,V00203,2026-05-09 07:53:42.838248,59502,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000504832,CASE00121
INV0003269,V00006,2025-11-01 07:53:42.838248,133894,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00122
INV0010709,V00295,2024-12-21 07:53:42.838248,118297,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000580292,CASE00123
INV0011905,V00160,2026-04-17 07:53:42.838248,134160,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00124
INV0011745,V00262,2024-09-24 07:53:42.838248,134880,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00125
INV0011729,V00281,2024-12-15 07:53:42.838248,82208,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000171942,CASE00126
INV0010896,V00160,2025-03-16 07:53:42.838248,148019,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00127
INV0011659,V00099,2025-12-31 07:53:42.838248,64839,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000587455,CASE00128
INV0010936,V00246,2025-03-09 07:53:42.838248,57701,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00129
INV0011013,V00246,2024-10-22 07:53:42.838248,142198,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00130
INV0003643,V00214,2024-08-04 07:53:42.838248,132382,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000761820,CASE00131
INV0003531,V00160,2026-03-17 07:53:42.838248,140105,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00132
INV0011364,V00171,2025-09-02 07:53:42.838248,77806,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000449499,CASE00133
INV0026822,V00246,2025-12-14 07:53:42.838248,106776,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000883790,CASE00134
INV0026826,V00006,2026-06-05 07:53:42.838248,90650,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00135
INV0026798,V00069,2024-12-04 07:53:42.838248,82208,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000584125,CASE00136
INV0011226,V00262,2025-07-31 07:53:42.838248,146698,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000766269,CASE00137
INV0024339,V00006,2026-06-02 07:53:42.838248,129742,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000128941,CASE00138
INV0021197,V00160,2025-09-07 07:53:42.838248,131196,USD,1,0,0,1,1,1,95,Critical,"Duplicate Payment, Vendor Alias, Communication, Approval Override",1000385470,CASE00139
INV0020963,V00200,2025-06-23 07:53:42.838248,119538,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000831380,CASE00140
INV0020967,V00062,2026-03-07 07:53:42.838248,101338,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000611945,CASE00141
INV0000118,V00114,2024-10-16 07:53:42.838248,88541,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000825391,CASE00142
INV0000127,V00101,2026-03-22 07:53:42.838248,148865,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000392477,CASE00143
INV0027943,V00209,2026-05-26 07:53:42.838248,73609,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000592296,CASE00144
INV0020971,V00270,2026-02-04 07:53:42.838248,59601,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000786735,CASE00145
INV0020983,V00338,2025-11-23 07:53:42.838248,144212,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000386436,CASE00146
INV0026093,V00233,2025-01-14 07:53:42.838248,117544,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000503380,CASE00147
INV0005731,V00243,2025-12-09 07:53:42.838248,149746,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000926918,CASE00148
INV0005737,V00288,2025-04-21 07:53:42.838248,58252,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000717457,CASE00149
INV0026083,V00162,2024-08-16 07:53:42.838248,126880,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000553014,CASE00150
INV0026086,V00049,2024-09-01 07:53:42.838248,103754,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000345884,CASE00151
INV0005540,V00305,2025-11-25 07:53:42.838248,58965,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000550961,CASE00152
INV0005543,V00228,2025-07-17 07:53:42.838248,84355,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000810526,CASE00153
INV0005544,V00039,2025-05-02 07:53:42.838248,149547,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000152657,CASE00154
INV0005547,V00013,2025-12-04 07:53:42.838248,146929,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000101773,CASE00155
INV0026148,V00252,2025-01-09 07:53:42.838248,63981,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000591081,CASE00156
INV0005791,V00187,2026-05-14 07:53:42.838248,88599,USD,1,0,0,0,1,1,80,High,"Duplicate Payment, Communication, Approval Override",1000197736,CASE00157
